"province","date","confirmed","deaths","recovered","tested","ICU","hospital","population","Lat","Long","confirmed_dailyAvg7","confirmed_1M","deaths_dailyAvg7","deaths_1M","caseFatality","recovered_dailyAvg7","recovered_1M","tested_daily","tested_1M"
"Northwest Territories",2020-03-18,0,0,0,153,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,0,3430.64711422037
"Ontario",2020-03-18,214,1,5,13897,0,0,14446515,51.2538,-85.3232,24.5714285714286,14.8132611913669,0,0.0692208466886304,0.467289719626168,0,0.346104233443152,2726,961.962106431897
"Prince Edward Island",2020-03-18,1,0,0,183,0,0,154748,46.5107,-63.4168,0.142857142857143,6.46211905808153,0,0,0,0,0,36,1182.56778762892
"Quebec",2020-03-18,94,1,1,8934,4,6,8433301,52.9399,-73.5491,12.2857142857143,11.1462877940678,0.142857142857143,0.118577529724126,1.06382978723404,0.142857142857143,0.118577529724126,1133,1059.37165055534
"Repatriated",2020-03-18,9,0,0,0,0,0,0,0,0,1.14285714285714,Inf,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-03-18,16,0,0,1978,0,0,1168423,52.9399,-106.4509,2.28571428571429,13.6936708709089,0,0,0,0,0,871,1692.88006141611
"Yukon",2020-03-18,0,0,0,101,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,101,2501.91978993782
"Canada",2020-03-18,727,9,11,51436,14,33,37949851,56.130367,-106.346771,87.2857142857143,19.1568604577657,1,0.237155081320346,1.23796423658872,0.285714285714286,0.289856210502645,7825,1355.36764031037
"Alberta",2020-03-19,146,1,2,17013,8,16,4345737,53.9333,-116.5765,17.5714285714286,33.5961426105629,0.142857142857143,0.230110565825774,0.684931506849315,0.285714285714286,0.460221131651547,2447,3914.87105639389
"British Columbia",2020-03-19,271,8,5,6326,9,17,5020302,53.7267,-127.6476,31.1428571428571,53.9808162935218,1,1.59352963228109,2.9520295202952,0.142857142857143,0.995956020175679,0,1260.08355672627
"Manitoba",2020-03-19,17,0,0,3534,0,0,1360396,53.7609,-98.8139,2.28571428571429,12.4963613536059,0,0,0,0,0,264,2597.77300139077
"New Brunswick",2020-03-19,11,0,0,421,0,0,772094,46.5653,-66.4619,1.42857142857143,14.246969928532,0,0,0,0,0,40,545.270394537453
"Newfoundland and Labrador",2020-03-19,3,0,0,494,0,0,523790,53.1355,-57.6604,0.428571428571429,5.72748620630405,0,0,0,0,0,0,943.126061971401
"Nova Scotia",2020-03-19,14,0,0,1387,0,0,965382,44.682,-63.7443,2,14.5020313202442,0,0,0,0,0,234,1436.73696008419
"Northwest Territories",2020-03-19,0,0,0,222,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,69,4977.80169514328
"Ontario",2020-03-19,258,2,5,16650,0,22,14446515,51.2538,-85.3232,28.4285714285714,17.8589784456667,0.142857142857143,0.138441693377261,0.775193798449612,0,0.346104233443152,2753,1152.5270973657
"Prince Edward Island",2020-03-19,2,0,0,213,0,0,154748,46.5107,-63.4168,0.285714285714286,12.9242381161631,0,0,0,0,0,30,1376.43135937137
"Quebec",2020-03-19,121,1,1,10451,4,7,8433301,52.9399,-73.5491,14.8571428571429,14.3478810966192,0.142857142857143,0.118577529724126,0.826446280991736,0.142857142857143,0.118577529724126,1517,1239.25376314684
"Repatriated",2020-03-19,10,0,0,0,0,0,0,0,0,1.28571428571429,Inf,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-03-19,20,0,0,2561,0,0,1168423,52.9399,-106.4509,2.71428571428571,17.1170885886361,0,0,0,0,0,583,2191.84319377486
"Yukon",2020-03-19,0,0,0,398,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,297,9859.05026133915
"Canada",2020-03-19,873,12,13,59670,21,62,37949851,56.130367,-106.346771,102.428571428571,23.0040428880735,1.42857142857143,0.316206775093794,1.3745704467354,0.571428571428571,0.342557339684944,8234,1572.33818915389
"Alberta",2020-03-20,195,1,3,20360,9,17,4345737,53.9333,-116.5765,23.7142857142857,44.8715603360259,0.142857142857143,0.230110565825774,0.512820512820513,0.428571428571429,0.690331697477321,3347,4685.05112021275
"British Columbia",2020-03-20,348,9,6,17912,10,22,5020302,53.7267,-127.6476,40.5714285714286,69.3185390042272,1.14285714285714,1.79272083631622,2.58620689655172,0.142857142857143,1.19514722421081,11586,3567.91284667735
"Manitoba",2020-03-20,17,0,0,3534,0,0,1360396,53.7609,-98.8139,1.85714285714286,12.4963613536059,0,0,0,0,0,0,2597.77300139077
"New Brunswick",2020-03-20,11,0,0,520,0,0,772094,46.5653,-66.4619,1.42857142857143,14.246969928532,0,0,0,0,0,99,673.493123894241
"Newfoundland and Labrador",2020-03-20,4,0,0,791,0,0,523790,53.1355,-57.6604,0.571428571428571,7.63664827507207,0,0,0,0,0,297,1510.1471963955
"Nova Scotia",2020-03-20,15,0,0,1561,0,0,965382,44.682,-63.7443,2.14285714285714,15.5378907002617,0,0,0,0,0,174,1616.97649220723
"Northwest Territories",2020-03-20,0,0,0,275,0,0,44598,64.8255,-124.8457,0,0,0,0,0,0,0,53,6166.19579353334
"Ontario",2020-03-20,318,2,5,19511,0,23,14446515,51.2538,-85.3232,34.1428571428571,22.0122292469845,0.142857142857143,0.138441693377261,0.628930817610063,0,0.346104233443152,2861,1350.56793974187
"Prince Edward Island",2020-03-20,2,0,0,240,0,0,154748,46.5107,-63.4168,0.285714285714286,12.9242381161631,0,0,0,0,0,27,1550.90857393957
"Quebec",2020-03-20,139,1,1,10222,6,10,8433301,52.9399,-73.5491,17.4285714285714,16.4822766316535,0.142857142857143,0.118577529724126,0.719424460431655,0.142857142857143,0.118577529724126,-229,1212.09950884001
"Repatriated",2020-03-20,12,0,0,0,0,0,0,0,0,1.42857142857143,Inf,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-03-20,26,0,0,3093,0,0,1168423,52.9399,-106.4509,3.42857142857143,22.252215165227,0,0,0,0,0,532,2647.15775023258
"Yukon",2020-03-20,0,0,0,398,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,9859.05026133915
"Canada",2020-03-20,1087,13,15,78417,25,72,37949851,56.130367,-106.346771,127,28.6430637105795,1.57142857142857,0.342557339684944,1.19595216191352,0.714285714285714,0.395258468867243,18747,2066.33222354417
"Alberta",2020-03-21,226,1,3,23742,10,20,4345737,53.9333,-116.5765,26.7142857142857,52.0049878766248,0.142857142857143,0.230110565825774,0.442477876106195,0.428571428571429,0.690331697477321,3382,5463.28505383552
"British Columbia",2020-03-21,424,10,6,21296,12,15,5020302,53.7267,-127.6476,50.1428571428571,84.4570705108976,1.28571428571429,1.99191204035136,2.35849056603774,0.142857142857143,1.19514722421081,3384,4241.97588113225
"Manitoba",2020-03-21,19,0,0,3801,0,0,1360396,53.7609,-98.8139,2.14285714285714,13.9665215128536,0,0,0,0,0,267,2794.03938265035
"New Brunswick",2020-03-21,17,0,0,788,0,0,772094,46.5653,-66.4619,2.14285714285714,22.018044435004,0,0,0,0,0,268,1020.60111851666
"Newfoundland and Labrador",2020-03-21,6,0,0,901,0,0,523790,53.1355,-57.6604,0.714285714285714,11.4549724126081,0,0,0,0,0,110,1720.15502395998
"Nova Scotia",2020-03-21,21,0,0,1847,0,0,965382,44.682,-63.7443,3,21.7530469803663,0,0,0,0,0,286,1913.23227489222
"Northwest Territories",2020-03-21,1,0,0,299,0,0,44598,64.8255,-124.8457,0.142857142857143,22.4225301583031,0,0,0,0,0,24,6704.33651733262
"Ontario",2020-03-21,377,3,6,23384,0,0,14446515,51.2538,-85.3232,39.1428571428571,26.0962592016137,0.285714285714286,0.207662540065891,0.795755968169761,0.142857142857143,0.415325080131783,3873,1618.66027896693
"Prince Edward Island",2020-03-21,2,0,0,325,0,0,154748,46.5107,-63.4168,0.142857142857143,12.9242381161631,0,0,0,0,0,85,2100.1886938765
"Quebec",2020-03-21,181,4,1,10935,10,19,8433301,52.9399,-73.5491,22.4285714285714,21.4625328800668,0.571428571428571,0.474310118896503,2.20994475138122,0.142857142857143,0.118577529724126,713,1296.64528753332
"Repatriated",2020-03-21,13,0,0,0,0,0,0,0,0,1.28571428571429,Inf,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-03-21,44,0,0,3917,0,0,1168423,52.9399,-106.4509,5.42857142857143,37.6575948949995,0,0,0,0,0,824,3352.38180008439
"Yukon",2020-03-21,0,0,0,398,0,0,40369,64.2823,-135,0,0,0,0,0,0,0,0,9859.05026133915
"Canada",2020-03-21,1331,18,16,91633,32,54,37949851,56.130367,-106.346771,153.428571428571,35.07260147082,2.28571428571429,0.474310162640691,1.35236664162284,0.857142857142857,0.421609033458392,13216,2414.5812851808
"Alberta",2020-03-22,259,1,3,26999,10,21,4345737,53.9333,-116.5765,29,59.5986365488754,0.142857142857143,0.230110565825774,0.386100386100386,0.428571428571429,0.690331697477321,3257,6212.75516673006
"British Columbia",2020-03-22,424,10,6,26681,13,17,5020302,53.7267,-127.6476,50.1428571428571,84.4570705108976,1.28571428571429,1.99191204035136,2.35849056603774,0.142857142857143,1.19514722421081,5385,5314.62051486146
"Manitoba",2020-03-22,19,0,0,4245,0,0,1360396,53.7609,-98.8139,1.71428571428571,13.9665215128536,0,0,0,0,0,444,3120.41493800335
"New Brunswick",2020-03-22,17,0,0,858,0,0,772094,46.5653,-66.4619,1.57142857142857,22.018044435004,0,0,0,0,0,70,1111.2636544255
"Newfoundland and Labrador",2020-03-22,9,0,0,970,0,0,523790,53.1355,-57.6604,1.14285714285714,17.1824586189122,0,0,0,0,0,69,1851.88720670498
"Nova Scotia",2020-03-22,28,0,0,2116,0,0,965382,44.682,-63.7443,3.57142857142857,29.0040626404884,0,0,0,0,0,269,2191.87844811691
"Northwest Territories",2020-03-22,1,0,0,370,0,0,44598,64.8255,-124.8457,0.142857142857143,22.4225301583031,0,0,0,0,0,71,8296.33615857213
"Ontario",2020-03-22,425,6,8,26420,0,0,14446515,51.2538,-85.3232,40,29.4188598426679,0.714285714285714,0.415325080131783,1.41176470588235,0.428571428571429,0.553766773509044,3036,1828.81476951362
"Prince Edward Island",2020-03-22,3,0,0,393,0,0,154748,46.5107,-63.4168,0.285714285714286,19.3863571742446,0,0,0,0,0,68,2539.61278982604
"Quebec",2020-03-22,219,4,1,12068,13,24,8433301,52.9399,-73.5491,25.7142857142857,25.9684790095836,0.571428571428571,0.474310118896503,1.82648401826484,0.142857142857143,0.118577529724126,1133,1430.99362871075
"Repatriated",2020-03-22,13,0,0,0,0,0,0,0,0,1.28571428571429,Inf,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-03-22,52,0,0,4536,0,0,1168423,52.9399,-106.4509,6.57142857142857,44.504430330454,0,0,0,0,0,619,3882.15569190268
"Yukon",2020-03-22,2,0,0,398,0,0,40369,64.2823,-135,0.285714285714286,49.5429661373826,0,0,0,0,0,0,9859.05026133915
"Canada",2020-03-22,1471,21,18,106054,36,62,37949851,56.130367,-106.346771,161.428571428571,38.7616805135809,2.71428571428571,0.55336185641414,1.42760027192386,1.14285714285714,0.474310162640691,14421,2794.58277714977
"Alberta",2020-03-23,301,1,3,30058,10,23,4345737,53.9333,-116.5765,32.4285714285714,69.2632803135579,0.142857142857143,0.230110565825774,0.332225913621262,0.428571428571429,0.690331697477321,3059,6916.6633875911
"British Columbia",2020-03-23,472,13,100,26681,14,33,5020302,53.7267,-127.6476,52.7142857142857,94.0182483045841,1.28571428571429,2.58948565245676,2.75423728813559,13.5714285714286,19.9191204035136,0,5314.62051486146
"Manitoba",2020-03-23,20,0,0,4245,0,0,1360396,53.7609,-98.8139,1.71428571428571,14.7016015924775,0,0,0,0,0,0,3120.41493800335
"New Brunswick",2020-03-23,17,0,0,1096,0,0,772094,46.5653,-66.4619,1.42857142857143,22.018044435004,0,0,0,0,0,238,1419.51627651555
"Newfoundland and Labrador",2020-03-23,24,0,0,938,0,0,523790,53.1355,-57.6604,3.28571428571429,45.8198896504324,0,0,0,0,0,-32,1790.7940205044
"Nova Scotia",2020-03-23,41,0,0,2349,0,0,965382,44.682,-63.7443,5.14285714285714,42.4702345807152,0,0,0,0,0,233,2433.23368366098
"Northwest Territories",2020-03-23,1,0,0,410,0,0,44598,64.8255,-124.8457,0.142857142857143,22.4225301583031,0,0,0,0,0,40,9193.23736490426
"Ontario",2020-03-23,503,6,8,28506,12,39,14446515,51.2538,-85.3232,46.5714285714286,34.8180858843811,0.714285714285714,0.415325080131783,1.19284294234592,0.428571428571429,0.553766773509044,2086,1973.2094557061
"Prince Edward Island",2020-03-23,3,0,0,400,0,0,154748,46.5107,-63.4168,0.285714285714286,19.3863571742446,0,0,0,0,0,7,2584.84762323261
"Quebec",2020-03-23,628,4,1,13727,20,45,8433301,52.9399,-73.5491,82.5714285714286,74.466688666751,0.571428571428571,0.474310118896503,0.636942675159236,0.142857142857143,0.118577529724126,1659,1627.71375052308
"Repatriated",2020-03-23,13,0,0,0,0,0,0,0,0,0.714285714285714,Inf,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-03-23,66,0,0,5269,0,0,1168423,52.9399,-106.4509,8.42857142857143,56.4863923424993,0,0,0,0,0,733,4509.49698867619
"Yukon",2020-03-23,2,0,0,418,0,0,40369,64.2823,-135,0.285714285714286,49.5429661373826,0,0,0,0,0,20,10354.479922713
"Canada",2020-03-23,2091,24,112,114097,56,140,37949851,56.130367,-106.346771,235.714285714286,55.0990305600936,2.71428571428571,0.632413550187588,1.14777618364419,14.5714285714286,2.95126323420875,8043,3006.52036815639
"Alberta",2020-03-24,358,2,3,32776,11,30,4345737,53.9333,-116.5765,37.2857142857143,82.379582565627,0.285714285714286,0.460221131651547,0.558659217877095,0.428571428571429,0.690331697477321,2718,7542.10390550556
"British Columbia",2020-03-24,617,13,173,26681,23,59,5020302,53.7267,-127.6476,61.5714285714286,122.900972889679,0.857142857142857,2.58948565245676,2.10696920583468,24,34.4600782980785,0,5314.62051486146
"Manitoba",2020-03-24,21,0,0,4520,0,0,1360396,53.7609,-98.8139,0.857142857142857,15.4366816721014,0,0,0,0,0,275,3322.56195989991
"New Brunswick",2020-03-24,18,0,0,1255,0,0,772094,46.5653,-66.4619,1.42857142857143,23.313223519416,0,0,0,0,0,159,1625.44975093706
"Newfoundland and Labrador",2020-03-24,35,0,0,1131,0,0,523790,53.1355,-57.6604,4.57142857142857,66.8206724068806,0,0,0,0,0,193,2159.26229977663
"Nova Scotia",2020-03-24,51,0,1,2525,0,0,965382,44.682,-63.7443,6.28571428571429,52.8288283808896,0,0,0,0.142857142857143,1.03585938001744,176,2615.54493454405
"Northwest Territories",2020-03-24,1,0,0,492,0,0,44598,64.8255,-124.8457,0.142857142857143,22.4225301583031,0,0,0,0,0,82,11031.8848378851
"Ontario",2020-03-24,588,8,8,32457,17,50,14446515,51.2538,-85.3232,57,40.7018578529147,1,0.553766773509044,1.36054421768707,0.428571428571429,0.553766773509044,3951,2246.70102097288
"Prince Edward Island",2020-03-24,3,0,0,416,0,0,154748,46.5107,-63.4168,0.285714285714286,19.3863571742446,0,0,0,0,0,16,2688.24152816192
"Quebec",2020-03-24,1040,4,1,15763,31,67,8433301,52.9399,-73.5491,138,123.320630913091,0.571428571428571,0.474310118896503,0.384615384615385,0.142857142857143,0.118577529724126,2036,1869.1376010414
"Repatriated",2020-03-24,13,0,0,0,0,0,0,0,0,0.571428571428571,Inf,0,NA,0,0,NA,0,NA
"Saskatchewan",2020-03-24,72,0,0,5757,0,0,1168423,52.9399,-106.4509,9.14285714285714,61.6215189190901,0,0,0,0,0,488,4927.15395023891
"Yukon",2020-03-24,2,0,0,418,0,0,40369,64.2823,-135,0.285714285714286,49.5429661373826,0,0,0,0,0,0,10354.479922713
"Canada",2020-03-24,2819,27,186,124191,82,206,37949851,56.130367,-106.346771,317.428571428571,74.2822415824505,2.71428571428571,0.711465243961037,0.957786449095424,25.1428571428571,4.90120501395381,10094,3272.50296713945
"Alberta",2020-03-25,419,2,3,35508,11,34,4345737,53.9333,-116.5765,42.8571428571429,96.4163270809992,0.285714285714286,0.460221131651547,0.477326968973747,0.428571428571429,0.690331697477321,2732,8170.76597134157
"British Columbia",2020-03-25,659,14,183,31739,26,64,5020302,53.7267,-127.6476,61.1428571428571,131.267003459154,1,2.7886768564919,2.12443095599393,25.4285714285714,36.4519903384298,5058,6322.12962487117
"Manitoba",2020-03-25,35,0,0,4520,0,0,1360396,53.7609,-98.8139,2.57142857142857,25.7278027868356,0,0,0,0,0,0,3322.56195989991
"New Brunswick",2020-03-25,26,0,0,1550,0,0,772094,46.5653,-66.4619,2.14285714285714,33.674656194712,0,0,0,0,0,295,2007.5275808386
"Newfoundland and Labrador",2020-03-25,67,0,0,1336,0,0,523790,53.1355,-57.6604,9.14285714285714,127.913858607457,0,0,0,0,0,205,2550.64052387407
"Newfoundland and Labrador",2020-03-25,67,0,0,1336,0,0,523790,53.1355,-57.6604,9.14285714285714,127.913858607457,0,0,0,0,0,0,2550.64052387407
"Nova Scotia",2020-03-25,68,0,2,2840,0,0,965382,44.682,-63.7443,8,70.4384378411862,0,0,0,0.285714285714286,2.07171876003489,315,2941.84063924954
"Northwest Territories",2020-03-25,1,0,0,533,0,0,44598,64.8255,-124.8457,0.142857142857143,22.4225301583031,0,0,0,0,0,41,11951.2085743755
"Ontario",2020-03-25,688,13,8,35635,17,40,14446515,51.2538,-85.3232,67.7142857142857,47.6239425217777,1.71428571428571,0.899871006952196,1.88953488372093,0.428571428571429,0.553766773509044,3178,2466.68487174935
"Prince Edward Island",2020-03-25,5,0,0,550,0,0,154748,46.5107,-63.4168,0.571428571428571,32.3105952904076,0,0,0,0,0,134,3554.16548194484
"Quebec",2020-03-25,1339,6,1,30971,35,78,8433301,52.9399,-73.5491,177.857142857143,158.775312300604,0.714285714285714,0.711465178344755,0.448095593726662,0,0.118577529724126,15208,3672.4646730859
"Repatriated",2020-03-25,13,0,1,0,0,0,0,0,0,0.571428571428571,Inf,0,NA,0,0.142857142857143,Inf,0,NA
"Saskatchewan",2020-03-25,86,0,0,6270,0,0,1168423,52.9399,-106.4509,10,73.6034809311354,0,0,0,0,0,513,5366.20727253743
"Yukon",2020-03-25,3,0,0,517,0,0,40369,64.2823,-135,0.428571428571429,74.314449206074,0,0,0,0,0,99,12806.8567465134
"Canada",2020-03-25,3409,35,198,151969,89,216,37949851,56.130367,-106.346771,383.142857142857,89.8290746912287,3.71428571428571,0.922269760690233,1.02669404517454,26.7142857142857,5.2174117890476,27778,4004.4689503524
"Alberta",2020-03-26,486,2,27,36660,11,34,4345737,53.9333,-116.5765,48.5714285714286,111.833734991326,0.142857142857143,0.460221131651547,0.411522633744856,3.57142857142857,6.21298527729589,1152,8435.85334317286
"British Columbia",2020-03-26,725,14,186,34561,26,66,5020302,53.7267,-127.6476,64.8571428571428,144.413622925473,0.857142857142857,2.7886768564919,1.93103448275862,25.8571428571429,37.0495639505352,2822,6884.24720265833
"Manitoba",2020-03-26,36,0,0,5606,0,0,1360396,53.7609,-98.8139,2.71428571428571,26.4628828664595,0,0,0,0,0,1086,4120.85892637144
"New Brunswick",2020-03-26,33,0,0,1828,0,0,772094,46.5653,-66.4619,3.14285714285714,42.7409097855961,0,0,0,0,0,278,2367.58736630514
"Newfoundland and Labrador",2020-03-26,82,0,0,1491,0,0,523790,53.1355,-57.6604,11.1428571428571,156.551289638977,0,0,0,0,0,155,2846.56064453311
"Nova Scotia",2020-03-26,73,0,2,3274,0,0,965382,44.682,-63.7443,8.42857142857143,75.6177347412734,0,0,0,0.285714285714286,2.07171876003489,434,3391.40361017711
"Northwest Territories",2020-03-26,1,0,0,559,0,0,44598,64.8255,-124.8457,0.142857142857143,22.4225301583031,0,0,0,0,0,26,12534.1943584914
"Ontario",2020-03-26,858,15,8,38550,29,80,14446515,51.2538,-85.3232,85.7142857142857,59.3914864588449,1.85714285714286,1.03831270032946,1.74825174825175,0.428571428571429,0.553766773509044,2915,2668.4636398467
"Prince Edward Island",2020-03-26,9,0,1,556,0,0,154748,46.5107,-63.4168,1,58.1590715227337,0,0,0,0.142857142857143,6.46211905808153,6,3592.93819629333
"Quebec",2020-03-26,1629,8,1,36105,43,106,8433301,52.9399,-73.5491,215.428571428571,193.162795920601,1,0.948620237793007,0.49109883364027,0,0.118577529724126,5134,4281.24171068956
"Repatriated",2020-03-26,13,0,1,0,0,0,0,0,0,0.428571428571429,Inf,0,NA,0,0.142857142857143,Inf,0,NA
"Saskatchewan",2020-03-26,95,0,3,6915,2,7,1168423,52.9399,-106.4509,10.7142857142857,81.3061707960216,0,0,0,0.428571428571429,2.56756328829542,645,5918.23337952094
"Yukon",2020-03-26,3,0,0,517,0,0,40369,64.2823,-135,0.428571428571429,74.314449206074,0,0,0,0,0,0,12806.8567465134
"Canada",2020-03-26,4043,39,229,166622,111,293,37949851,56.130367,-106.346771,452.857142857143,106.535332642017,3.85714285714286,1.02767201905483,0.964630225080386,30.8571428571429,6.03427929137324,14653,4390.58377330651
"Alberta",2020-03-27,542,2,33,38215,13,35,4345737,53.9333,-116.5765,49.5714285714286,124.719926677569,0.142857142857143,0.460221131651547,0.3690036900369,4.28571428571429,7.59364867225053,1555,8793.67527303194
"British Columbia",2020-03-27,792,16,275,36643,39,73,5020302,53.7267,-127.6476,63.4285714285714,157.759433595827,1,3.18705926456217,2.02020202020202,38.4285714285714,54.7775811096623,2082,7298.96328945948
"Manitoba",2020-03-27,39,1,0,6203,0,0,1360396,53.7609,-98.8139,3.14285714285714,28.6681231053311,0.142857142857143,0.735080079623874,2.56410256410256,0,0,597,4559.70173390689
"New Brunswick",2020-03-27,45,0,1,2019,0,0,772094,46.5653,-66.4619,4.85714285714286,58.2830587985401,0,0,0,0.142857142857143,1.295179084412,191,2614.96657142783
"Newfoundland and Labrador",2020-03-27,102,0,1,1684,0,0,523790,53.1355,-57.6604,13.7142857142857,194.734531014338,0,0,0,0.142857142857143,1.90916206876802,193,3215.02892380534
"Nova Scotia",2020-03-27,90,0,3,3739,0,0,965382,44.682,-63.7443,10.7142857142857,93.2273442015699,0,0,0,0.428571428571429,3.10757814005233,465,3873.07822188522
"Northwest Territories",2020-03-27,1,0,0,607,0,0,44598,64.8255,-124.8457,0.142857142857143,22.4225301583031,0,0,0,0,0,48,13610.47580609
"Ontario",2020-03-27,993,18,8,41032,43,60,14446515,51.2538,-85.3232,96.4285714285714,68.73630076181,2.28571428571429,1.24597524039535,1.81268882175227,0.428571428571429,0.553766773509044,2482,2840.26978132788
"Prince Edward Island",2020-03-27,11,0,1,622,0,0,154748,46.5107,-63.4168,1.28571428571429,71.0833096388968,0,0,0,0.142857142857143,6.46211905808153,66,4019.43805412671
"Quebec",2020-03-27,2021,18,29,41592,50,141,8433301,52.9399,-73.5491,268.857142857143,239.645187572458,2.42857142857143,2.13439553503426,0.890648193963384,4,3.43874836199965,5487,4931.87661628584
"Repatriated",2020-03-27,13,0,2,0,0,0,0,0,0,0.142857142857143,Inf,0,NA,0,0.285714285714286,Inf,0,NA
"Saskatchewan",2020-03-27,104,0,3,7580,2,6,1168423,52.9399,-106.4509,11.1428571428571,89.0088606609079,0,0,0,0.428571428571429,2.56756328829542,665,6487.3765750931
"Yukon",2020-03-27,4,0,0,603,0,0,40369,64.2823,-135,0.571428571428571,99.0859322747653,0,0,0,0,0,86,14937.2042904209
"Canada",2020-03-27,4757,55,356,180539,147,315,37949851,56.130367,-106.346771,524.285714285714,125.349635760098,6,1.44928105251322,1.1561908766029,48.7142857142857,9.38080099444923,13917,4757.30458072154
"Alberta",2020-03-28,621,2,53,42527,14,38,4345737,53.9333,-116.5765,56.4285714285714,142.898661377805,0.142857142857143,0.460221131651547,0.322061191626409,7.14285714285714,12.195859988766,4312,9785.91203287268
"British Columbia",2020-03-28,884,17,396,38697,52,81,5020302,53.7267,-127.6476,65.7142857142857,176.08502436706,1,3.38625046859731,1.92307692307692,55.7142857142857,78.8797167979137,2054,7708.10202254765
"Manitoba",2020-03-28,64,1,0,6203,0,0,1360396,53.7609,-98.8139,6.42857142857143,47.045125095928,0.142857142857143,0.735080079623874,1.5625,0,0,0,4559.70173390689
"New Brunswick",2020-03-28,51,0,2,2605,0,0,772094,46.5653,-66.4619,4.85714285714286,66.0541333050121,0,0,0,0.285714285714286,2.590358168824,586,3373.94151489326
"Newfoundland and Labrador",2020-03-28,120,0,4,1927,0,0,523790,53.1355,-57.6604,15.8571428571429,229.099448252162,0,0,0,0.571428571428571,7.63664827507207,243,3678.95530651597
"Nova Scotia",2020-03-28,110,0,4,4141,0,0,965382,44.682,-63.7443,12.7142857142857,113.944531801919,0,0,0,0.571428571428571,4.14343752006978,402,4289.49369265224
"Northwest Territories",2020-03-28,1,0,0,762,0,0,44598,64.8255,-124.8457,0,22.4225301583031,0,0,0,0,0,155,17085.9679806269
"Ontario",2020-03-28,1144,19,8,43072,63,0,14446515,51.2538,-85.3232,109.571428571429,79.1886486117932,2.28571428571429,1.31519608708398,1.66083916083916,0.285714285714286,0.553766773509044,2040,2981.48030857269
"Prince Edward Island",2020-03-28,11,0,1,622,0,0,154748,46.5107,-63.4168,1.28571428571429,71.0833096388968,0,0,0,0.142857142857143,6.46211905808153,0,4019.43805412671
"Quebec",2020-03-28,2498,22,29,52844,57,164,8433301,52.9399,-73.5491,331,296.206669250866,2.57142857142857,2.60870565393077,0.880704563650921,4,3.43874836199965,11252,6266.11098074171
